"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
1402,"NCT04375748","Hospital Registry of Acute Myocarditis: Evolution of the Proportion of Positive SARS-COV-2 (COVID19) Cases","MYOCOVID","Recruiting","No Results Available","Acute Myocarditis","Diagnostic Test: Performing routine care (clinical and paraclinical tests)|Diagnostic Test: Examinations for the research:","Evolution of the proportion of positive SARS-COV-2 cases.|Ultrasound characteristics.|Assess prognosis of the acute myocarditis .|The factors associated with acute myocarditis cases .|Biological characteristics|Describe at the admission and during the treatment cardiac MRI parameters","University Hospital, Toulouse","All","Child, Adult, Older Adult",,"400","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","RC31/20/0139","April 15, 2020","October 15, 2021","October 15, 2021","May 5, 2020",,"May 5, 2020","CHU de TOULOUSE, Toulouse, France",,"https://ClinicalTrials.gov/show/NCT04375748"
1403,"NCT04424901","Trial of Open Label Dipyridamole- In Hospitalized Patients With COVID-19","TOLD","Recruiting","No Results Available","COVID-19 Pneumonia|Vascular Complications","Drug: Dipyridamole","Coagulation system|Viral Detection","UConn Health","All","18 Years and older   (Adult, Older Adult)","Phase 2","100","Other","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","20-192-2.F","May 3, 2020","May 1, 2021","May 30, 2021","June 11, 2020",,"June 11, 2020","UConn Health, Farmington, Connecticut, United States",,"https://ClinicalTrials.gov/show/NCT04424901"
1404,"NCT04408222","Awake Proning in COVID-19 Patients With Hypoxemic Respiratory Failure",,"Active, not recruiting","No Results Available","Oxygen Deficiency|Coronavirus Infection","Other: Awake proning","Change in SpO2|Mean Risk Difference in Intubation Rates","Columbia University","All","18 Years and older   (Adult, Older Adult)",,"29","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","AAAT0134","April 16, 2020","April 2021","May 2021","May 29, 2020",,"May 29, 2020","Columbia University Medical Center, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT04408222"
1405,"NCT04367545","Development of a Molecular Diagnostic Strategy for SARS-CoV2 Based on Saliva in the Context of the COVID-19 Pandemic","MolCOVID","Recruiting","No Results Available","COVID|RT-ddPCR Multiplex","Diagnostic Test: Saliva collection","Number of positive patient using saliva method compared to number of positive patient using standard method|Number of negative patient using saliva method compared to number of negative patient using standard method","University Hospital, Rouen","All","18 Years and older   (Adult, Older Adult)","Not Applicable","50","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","2020/0094/OB","April 16, 2020","July 2020","July 2020","April 29, 2020",,"June 9, 2020","Rouen University Hospital, Rouen, France",,"https://ClinicalTrials.gov/show/NCT04367545"
1406,"NCT04396067","Combination With Inhibitor of Neutrophil Elastase (All-trans Retinoic Acid ) and Isotretinoin May Enhances Neutralizing Antibodies in COVID -19 Infected Patients Better Than COVID-19 Inactivated Vaccines","Antibodies","Not yet recruiting","No Results Available","COVID -19","Drug: Aerosolized 13 cis retinoic acid|Drug: Aerosolized All trans retinoic acid|Other: Placebo","lung injury score|Serum levels of CRP, ESR ,IL-1,IL-6,TNF and Type I interferon|Serum level of COVID19 RNA|d-dimers|Absolute lymphocyte counts|The immune correlates of protection against future exposure to SARS-CoV-2|Immunological profile|Total duration of mechanical ventilation, ventilatory weaning and curarisation|Occurrence of adverse event related to immunoglobulins|IgG, IgA and IgM against COVID-19|ACE2 expression in patients with COVID-19 infection|All cause mortality rate [|Ventilation free days|ICU free days","Kafrelsheikh University|Damietta University","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 2","360","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","COVID-19","June 2020","September 2020","November 2020","May 20, 2020",,"June 1, 2020",,,"https://ClinicalTrials.gov/show/NCT04396067"
1407,"NCT04347512","EVALUATION OF THE EFFICACY OF THE HYDROXYCHLOROQUINE-AZITHROMYCIN COMBINATION IN THE IN THE PREVENTION OF COVID-19 RELATED SDRA","TEACHCOVID","Withdrawn","No Results Available","Sars-CoV-2, Community-Acquired Pneumonia,COVID-19","Drug: Hydroxychloroquine and azithromycin treatment arm.|Drug: Hydroxychloroquine|Drug: Control arm","Rate of patients reaching a significant hypoxemia, in each arms.","University Hospital, Strasbourg, France","All","18 Years and older   (Adult, Older Adult)","Phase 3","0","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","7783","June 2, 2020","June 2, 2020","June 2, 2020","April 15, 2020",,"June 4, 2020",,,"https://ClinicalTrials.gov/show/NCT04347512"
1408,"NCT04399967","COVID-19 Brief Advice and Chat-based Support for Smoking Cessation Via ""Quit to Win"" Contest 2020","QTW2020","Recruiting","No Results Available","Smoking Cessation","Behavioral: Chat-based support|Behavioral: AWARD plus COVID-specific advice|Behavioral: AWARD advice|Behavioral: COVID-19 related health warning leaflet|Behavioral: Health warning leaflet|Behavioral: SMS-based support|Behavioral: Referral card|Behavioral: COSH Self-help smoking cessation booklet","Biochemical validated quit rate|Smoking quit rate change from baseline at 3-month follow-up|Smoking quit rate change from baseline at 6-month follow-up|Smoking reduction rate change from baseline at 3-month follow-up|Smoking reduction rate change from baseline at 6-month follow-up|Smoking quit attempt change from baseline at 3-month follow-up|Smoking quit attempt change from baseline at 6-month follow-up|Use of smoking cessation service|Engagement in chat-based support","The University of Hong Kong|Hong Kong Council on Smoking and Health","All","18 Years and older   (Adult, Older Adult)","Not Applicable","842","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Health Services Research","QTW 2020","June 13, 2020","June 30, 2021","June 30, 2022","May 22, 2020",,"June 23, 2020","Hong Kong Council on Smoking and Health (COSH), Hong Kong, Hong Kong, China",,"https://ClinicalTrials.gov/show/NCT04399967"
1409,"NCT04363853","Tocilizumab Treatment in Patients With COVID-19",,"Recruiting","No Results Available","Sars-CoV2","Drug: Tocilizumab","Hematic biometry|Blood chemistry|Blood gas|blood gas|thorax radiography","Instituto Nacional de Cancerologia de Mexico|Roche Pharma AG","All","18 Years to 90 Years   (Adult, Older Adult)","Phase 2","200","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","INF-3343-20-22-1","June 1, 2020","June 1, 2021","August 1, 2021","April 27, 2020",,"June 17, 2020","National Cancer Institute of Mexico, Mexico city, Distrito Federal, Mexico",,"https://ClinicalTrials.gov/show/NCT04363853"
1410,"NCT04371029","Impact of Neck Inspiratory Muscle Activation During Sleep in ICU Patients After a COVID 19 ARDS","COVISLEEP","Recruiting","No Results Available","ARDS|COVID-19","Other: PSG","Proportion of patients with altered spleep|Sleep architecture at hospital discharge|Sleep monitoring during hospital stay after ICU discharge|Sleep quality|Sleep architecture at month-3|Cost of ICU hospitalization","University Hospital, Bordeaux","All","18 Years and older   (Adult, Older Adult)","Not Applicable","25","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","CHUBX 2020/14","April 28, 2020","September 28, 2020","December 28, 2020","May 1, 2020",,"June 12, 2020","Hopital Pellegrin, Bordeaux, France",,"https://ClinicalTrials.gov/show/NCT04371029"
1411,"NCT04380376","Low-doses Melphalan Inhalation in Patients With COVID-19 (CoronavIrus Disease 2019) Pneumonia","MICOV","Recruiting","No Results Available","COVID-19|Viral Pneumonia","Drug: Melphalan|Other: Standard of care","The changes of COVID Ordinal Outcomes Scale|Percentage of the patients with Clinical Recovery|The changes of the Borg's scale|CRP level|Lymphocyte count|D-dimer|IL-6|Percentage of patients without artificial lung ventilation","Federal State Budgetary Institution, Pulmonology Scientific Research Institute|Medsi Clinic #1, Moscow|Moscow State University of Medicine and Dentistry","All","18 Years and older   (Adult, Older Adult)","Phase 2","60","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","PSRI05-20","April 30, 2020","October 30, 2020","October 30, 2020","May 8, 2020",,"May 12, 2020","Kirill Zykov, Moscow, Russian Federation|Clinical hospital, Moscow, Russian Federation",,"https://ClinicalTrials.gov/show/NCT04380376"
1412,"NCT04361344","Neurodegeneration Markers and Neurological Course in Severe Covid-19 Infection","MARNEVO-Covid","Recruiting","No Results Available","COVID-19 Infection|Encephalitis","Biological: blood samples","Change of neurodegeneration markers level","Centre Hospitalier de PAU","All","18 Years and older   (Adult, Older Adult)","Not Applicable","30","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","CHPAU2020/02","May 19, 2020","January 19, 2021","January 19, 2021","April 24, 2020",,"May 21, 2020","CH de Pau, Pau, France",,"https://ClinicalTrials.gov/show/NCT04361344"
1413,"NCT04371978","Efficacy and Safety of Dipeptidyl Peptidase-4 Inhibitors in Diabetic Patients With Established COVID-19",,"Not yet recruiting","No Results Available","COVID 19|Coronavirus|Diabetes Mellitus, Type 2|Diabetes Mellitus|Glucose Metabolism Disorders|Metabolic Disease|Endocrine System Diseases|Dipeptidyl-Peptidase IV Inhibitors|Linagliptin|Severe Acute Respiratory Syndrome Coronavirus 2|Sars-CoV2|Hypoglycemic Agents|Respiratory Tract Diseases|Incretins|Hormones","Drug: Linagliptin 5 MG","Time to clinical change|Percent of serious adverse events and premature discontinuation of treatment.|Percent of patients with clinical improvement.|Length of hospitalization.|All-cause mortality.|Percent of supplemental oxygen use.|Supplemental oxygen-free days.|Percent of mechanical ventilation use.|Ventilator-free days.|Percent of ICU admissions.|ICU-free days.|Percent of 50% decrease in C-reactive protein (CRP) levels|Time to virologic response, defined as no detection of SARS-CoV-2 in a PCR test.","Rabin Medical Center","All","18 Years and older   (Adult, Older Adult)","Phase 3","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","0303-20-RMC","May 15, 2020","June 30, 2021","September 30, 2021","May 1, 2020",,"May 5, 2020","Rabin Medical Center, Petah tikva, Israel",,"https://ClinicalTrials.gov/show/NCT04371978"
1414,"NCT04365517","The Effect of Sitagliptin Treatment in COVID-19 Positive Diabetic Patients","SIDIACO","Not yet recruiting","No Results Available","Covid19|Diabetes Mellitus, Type 2|CKD","Drug: Sitagliptin","Time for clinical improvement|Clinical parameter of acute lung disease|Biochemical parameter of acute lung disease|Clinical parameters of acute lung disease|Dipeptilpeptidase 4 expression in biological samples|Cytokine-inflammatory profile|Glycemic variability","University of Milan","All","18 Years and older   (Adult, Older Adult)","Phase 3","170","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Sacco FBF","May 29, 2020","June 30, 2020","December 30, 2020","April 28, 2020",,"May 12, 2020","ASST FBF Sacco, Milan, Italy",,"https://ClinicalTrials.gov/show/NCT04365517"
1415,"NCT04307459","Acute Respiratory Failure and COVID-19 in Real Life",,"Recruiting","No Results Available","Coronavirus Infections|Respiratory Failure|Ventilator Lung","Other: standard operating procedures","Real life data of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection|in-hospital mortality|30 days mortality|6 months mortality|Intubation rate|Time to Intubation|Time to ventilation|Non invasive to Invasive time|Recovery rate|Recurrence rate|Risk factor for COVID19|Blood tests and outcome|Antiviral therapy|Coinfections|Radiological findings|Ultrasound findings|Myocardial injury|Medical management","University of Milan","All","18 Years and older   (Adult, Older Adult)",,"50","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","17263/2020","March 19, 2020","September 1, 2020","December 31, 2020","March 13, 2020",,"May 13, 2020","Luigi Sacco University Hospital, Milan, Lombardia, Italy",,"https://ClinicalTrials.gov/show/NCT04307459"
1416,"NCT04366206","Factors Associated With Clinical Outcomes in Patients Hospitalized for Covid-19 in GHT-93 Est",,"Recruiting","No Results Available","COVID|SARS-CoV 2",,"Composite of death and mechanical ventilation|Need for mechanical ventilation|Death|Acute kidney injury|Acute respiratory distress syndrome|Cardiac arrhythmia and conduction disorder|60-days mortality|60-days mechanical ventilation","Centre Hospitalier Intercommunal Robert Ballanger|Groupe Hospitalier Pitie-Salpetriere","All","Child, Adult, Older Adult",,"143","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","GHTRB-2020-01","March 14, 2020","July 31, 2020","July 31, 2020","April 28, 2020",,"April 28, 2020","Centre Hospitalier Intercommunal Robert Ballanger, Aulnay-sous-Bois, France|Groupe Hospitalier Pitie Salpetriere, Paris, France",,"https://ClinicalTrials.gov/show/NCT04366206"
